headline,pub_date,snippet,web_url,word_count,abstract,news_desk,section_name,subsection_name,type_of_material,byline,keywords
The Pandemic Exposed Our Empathy Deficit,2022-04-28 01:43:55+00:00,"Hunger, trauma, violence. The pandemic exacerbated all three, and more.",https://www.nytimes.com/2022/04/27/opinion/pandemic-empathy-hardship.html,777,"Hunger, trauma, violence. The pandemic exacerbated all three, and more.",OpEd,Opinion,,Op-Ed,By Charles M. Blow,
Democrats Ask if They Should Hit Back Harder Against the G.O.P.,2022-04-27 23:15:04+00:00,"Many of the party’s voters are hungry for their candidates to go on offense against Republican cultural attacks, even if it puts them on less comfortable political terrain.",https://www.nytimes.com/2022/04/27/us/politics/democrats-mallory-mcmorrow-cultural-issues.html,997,"Many of the party’s voters are hungry for their candidates to go on offense against Republican cultural attacks, even if it puts them on less comfortable political terrain.",Politics,U.S.,Politics,News,By Blake Hounshell,
Trevor Noah Backs Trump’s Returning to Twitter for One Reason Only,2022-04-27 05:28:14+00:00,Noah joked that he just “really wants to see” the former president’s Wordle scores.,https://www.nytimes.com/2022/04/27/arts/television/trevor-noah-musk-trump-twitter.html,634,Noah joked that he just “really wants to see” the former president’s Wordle scores.,Culture,Arts,Television,News,By Trish Bendix,
Deborah Birx’s Excruciating Story of Donald Trump’s Covid Response,2022-04-21 18:30:09+00:00,"“Silent Invasion,” an insider’s look at the Trump administration’s pandemic policies, is earnest and exhaustive, our reviewer says.",https://www.nytimes.com/2022/04/21/books/review/deborah-birx-silent-invasion-trump-covid.html,1369,"“Silent Invasion,” an insider’s look at the Trump administration’s pandemic policies, is earnest and exhaustive, our reviewer says.",BookReview,Books,Book Review,Review,By David Quammen,
An Activist Investor Goes Quiet,2022-03-30 11:41:12+00:00,Bill Ackman of Pershing Square Capital Management gives up the “noisiest” kind of shareholder agitation.,https://www.nytimes.com/2022/03/30/business/dealbook/ackman-shareholder-activism.html,1774,Bill Ackman of Pershing Square Capital Management gives up the “noisiest” kind of shareholder agitation.,Business,Business,DealBook,News,"By Andrew Ross Sorkin, Jason Karaian, Stephen Gandel, Michael J. de la Merced, Lauren Hirsch and Ephrat Livni",
The Political Lives of Clarence and Ginni Thomas,2022-03-30 10:00:08+00:00,How the Supreme Court justice and his wife came to be at the heart of the conservative movement.,https://www.nytimes.com/2022/03/30/podcasts/the-daily/ginni-thomas-clarence-thomas.html,336,How the Supreme Court justice and his wife came to be at the heart of the conservative movement.,Podcasts,Podcasts,The Daily,News,"By Sabrina Tavernise, Rob Szypko, Rikki Novetsky, Chelsea Daniel, Mooj Zadie, Asthaa Chaturvedi, Marc Georges, M.J. Davis Lin, Dan Powell, Marion Lozano and Chris Wood",
Your Wednesday Briefing,2022-03-30 04:09:12+00:00,Peace talks between Russia and Ukraine.,https://www.nytimes.com/2022/03/30/briefing/ukraine-russia-germany-women-politics.html,1410,Peace talks between Russia and Ukraine.,NYTNow,Briefing,,briefing,By Natasha Frost,
How to Defeat Putin and Save the Planet,2022-03-29 23:00:05+00:00,The technology is here. We can now put Putin over a barrel. It is just a matter of leadership and national will.,https://www.nytimes.com/2022/03/29/opinion/how-to-defeat-putin-and-save-the-planet.html,1381,The technology is here. We can now put Putin over a barrel. It is just a matter of leadership and national will.,OpEd,Opinion,,Op-Ed,By Thomas L. Friedman,
Your Tuesday Evening Briefing,2022-03-29 22:02:46+00:00,Here’s what you need to know at the end of the day.,https://www.nytimes.com/2022/03/29/briefing/your-tuesday-evening-briefing.html,1189,Here’s what you need to know at the end of the day.,NYTNow,Briefing,,News,By Jonathan Wolfe and Daniel E. Slotnik,
Your Wednesday Briefing: Ukraine Talks Appear to Progress,2022-03-29 21:31:10+00:00,"And new lockdowns frustrate Shanghai, plus Afghans toil in deadly mines.",https://www.nytimes.com/2022/03/29/briefing/russia-talks-shanghai-afghan-mines.html,1314,"And new lockdowns frustrate Shanghai, plus Afghans toil in deadly mines.",NYTNow,Briefing,,briefing,By Amelia Nierenberg and Nancy Wartik,
Could the U.S. Do More?,2022-03-29 10:16:16+00:00,President Biden says that Ukraine has the full support of the U.S. Volodymyr Zelensky disagrees.,https://www.nytimes.com/2022/03/29/briefing/ukraine-zelensky-west-response.html,1709,President Biden says that Ukraine has the full support of the U.S. Volodymyr Zelensky disagrees.,NYTNow,Briefing,,briefing,By David Leonhardt,
Your Tuesday Briefing,2022-03-29 03:55:39+00:00,Ukraine reports some battle successes.,https://www.nytimes.com/2022/03/28/briefing/ukraine-war-will-smith-apology.html,1256,Ukraine reports some battle successes.,NYTNow,Briefing,,briefing,By Natasha Frost,
Marco Rubio Leads G.O.P. Push for a More Combative Stance on China,2022-03-28 23:00:07+00:00,"It’s time for Americans to buckle down for a long struggle with Beijing, the Florida senator will argue in a speech.",https://www.nytimes.com/2022/03/28/us/politics/marco-rubio-china-republicans.html,1539,"It’s time for Americans to buckle down for a long struggle with Beijing, the Florida senator will argue in a speech.",Politics,U.S.,Politics,News,By Blake Hounshell and Leah Askarinam,
Your Tuesday Briefing: Biden Stands by His Condemnation,2022-03-28 21:33:51+00:00,Plus a strike roils India and the Academy Awards condemn Will Smith.,https://www.nytimes.com/2022/03/28/briefing/biden-russia-oscars-will-smith-israel.html,1263,Plus a strike roils India and the Academy Awards condemn Will Smith.,NYTNow,Briefing,,News,By Amelia Nierenberg and Nancy Wartik,
Biden Administration Fights in Court to Uphold Some Trump-Era Immigration Policies,2022-03-13 18:51:31+00:00,Immigration activists and Democrats say there is a disconnect between the president’s words at the lectern and the government’s litigation in the courtroom.,https://www.nytimes.com/2022/03/13/us/politics/biden-trump-immigration.html,1588,Immigration activists and Democrats say there is a disconnect between the president’s words at the lectern and the government’s litigation in the courtroom.,Washington,U.S.,Politics,News,By Zolan Kanno-Youngs,
"William P. Barr’s Memoir Is Part Lawyerly Defense, Part Culture-War Diatribe",2022-02-27 19:50:52+00:00,"In “One Damn Thing After Another,” the former attorney general suggests that Republicans move past Donald Trump and his “madcap rhetoric,” but saves his harshest words for the former president’s critics.",https://www.nytimes.com/2022/02/27/books/review-william-barr-memoir-one-damn-thing-after-another.html,1532,"In “One Damn Thing After Another,” the former attorney general suggests that Republicans move past Donald Trump and his “madcap rhetoric,” but saves his harshest words for the former president’s critics.",Culture,Books,,Review,By Jennifer Szalai,
Is Humility the Right Tone for Biden’s State of the Union Address?,2022-02-27 16:30:10+00:00,What approach should the president take in his address? Also: The Trump case in New York; protecting the vulnerable; travel as an escape from Covid; working from home.,https://www.nytimes.com/2022/02/27/opinion/letters/biden-state-of-the-union.html,1284,What approach should the president take in his address? Also: The Trump case in New York; protecting the vulnerable; travel as an escape from Covid; working from home.,Letters,Opinion,Letters,Letter,,
A Kennedy’s Crusade Against Covid Vaccines Anguishes Family and Friends,2022-02-26 10:00:22+00:00,Robert F. Kennedy Jr. has risen to become a major figure in the vaccine resistance movement. Those close to him say it’s “heartbreaking.”,https://www.nytimes.com/2022/02/26/us/robert-kennedy-covid-vaccine.html,2145,Robert F. Kennedy Jr. has risen to become a major figure in the vaccine resistance movement. Those close to him say it’s “heartbreaking.”,National,U.S.,,News,By Adam Nagourney,
The Drift Wants You to ‘Examine Your Ideas’,2022-02-26 10:00:19+00:00,"The lit mag of the moment, founded by two women in their 20s, isn’t afraid to say what’s on its mind.",https://www.nytimes.com/2022/02/26/style/the-drift-magazine.html,1974,"The lit mag of the moment, founded by two women in their 20s, isn’t afraid to say what’s on its mind.",Styles,Style,,News,By Alex Vadukul,
Your Friday Evening Briefing,2022-02-25 22:33:06+00:00,Here’s what you need to know at the end of the day.,https://www.nytimes.com/2022/02/25/briefing/kyiv-supreme-court-star-wars.html,1282,Here’s what you need to know at the end of the day.,NYTNow,Briefing,,briefing,By Remy Tumin,
Putin’s War on Ukraine: Rising Outrage,2022-02-25 20:32:35+00:00,Readers question the decision not to send U.S. troops into Ukraine and speculate about Russia’s motives and timing. Also: Justice reforms and crime rates.,https://www.nytimes.com/2022/02/25/opinion/letters/russia-ukraine-putin.html,1058,Readers question the decision not to send U.S. troops into Ukraine and speculate about Russia’s motives and timing. Also: Justice reforms and crime rates.,Letters,Opinion,Letters,Letter,,
‘I’ll Stand on the Side of Russia’: Pro-Putin Sentiment Spreads Online,2022-02-25 17:10:52+00:00,"After marinating in conspiracy theories and Donald J. Trump’s Russia stance, some online discourse about Vladimir Putin has grown more complimentary.",https://www.nytimes.com/2022/02/25/technology/russia-supporters.html,1397,"After marinating in conspiracy theories and Donald J. Trump’s Russia stance, some online discourse about Vladimir Putin has grown more complimentary.",Business,Technology,,News,By Davey Alba and Stuart A. Thompson,
Sanctions and Consequences,2022-02-25 13:18:38+00:00,The ripple effects of Russia’s invasion of Ukraine are coming into focus.,https://www.nytimes.com/2022/02/25/business/dealbook/russia-ukraine-sanctions-energy.html,1816,The ripple effects of Russia’s invasion of Ukraine are coming into focus.,Business,Business,DealBook,News,"By Andrew Ross Sorkin, Jason Karaian, Sarah Kessler, Michael J. de la Merced and Lauren Hirsch",
Late Night Gets Serious About Ukraine,2022-02-25 06:40:26+00:00,Hosts did their best to bring levity to their shows on an otherwise somber day.,https://www.nytimes.com/2022/02/25/arts/television/late-night-ukraine-serious.html,902,Hosts did their best to bring levity to their shows on an otherwise somber day.,Culture,Arts,Television,News,By Trish Bendix,
Your Thursday Evening Briefing,2022-02-24 22:57:08+00:00,Here’s what you need to know at the end of the day.,https://www.nytimes.com/2022/02/24/briefing/ukraine-sanctions-guilty-verdict-your-thursday-evening-briefing.html,1232,Here’s what you need to know at the end of the day.,NYTNow,Briefing,,briefing,By Lauren McCarthy,
"Winter Storm, Russia, N.F.L.: Your Weekend Briefing",2022-01-30 11:46:49+00:00,Here’s what you need to know about the week’s top stories.,https://www.nytimes.com/2022/01/30/briefing/winter-storm-russia-nfl.html,1291,Here’s what you need to know about the week’s top stories.,NYTNow,Briefing,,briefing,By Remy Tumin,
Will a Mask Debate Split Blue States?,2022-01-29 20:00:06+00:00,The growing normalcy divide within liberal America.,https://www.nytimes.com/2022/01/29/opinion/mask-school-covid-rules.html,858,The growing normalcy divide within liberal America.,OpEd,Opinion,,Op-Ed,By Ross Douthat,
"Is America Falling Apart? If So, Why?",2022-01-29 16:27:51+00:00,"Responding to a column by David Brooks, readers offer a mix of optimism, pessimism and puzzlement.",https://www.nytimes.com/2022/01/29/opinion/letters/america-falling-apart.html,1223,"Responding to a column by David Brooks, readers offer a mix of optimism, pessimism and puzzlement.",Letters,Opinion,Letters,Letter,,
Convoys of Canadian trucks are en route to Ottawa for a protest against vaccine mandates.,2022-01-28 19:45:55+00:00,Truckers from across the country aim to converge at on Saturday outside of Parliament to protest federal vaccination mandates.,https://www.nytimes.com/2022/01/28/world/vaccine-protest-ottawa-canada.html,603,Truckers from across the country aim to converge at on Saturday outside of Parliament to protest federal vaccination mandates.,Foreign,World,,News,By Vjosa Isai,
Political Theater on an Ohio Debate Stage,2022-01-28 19:03:57+00:00,"The Ohio Senate primary is months away, but candidates are already clamoring for attention. That hunger prompted a debate Thursday between a left-wing Democrat and far-right Republican even before voters decide who the eventual nominees will be.",https://www.nytimes.com/interactive/2022/01/28/us/politics/mandel-harper-ohio-senate-debate.html,0,"The Ohio Senate primary is months away, but candidates are already clamoring for attention. That hunger prompted a debate Thursday between a left-wing Democrat and far-right Republican even before voters decide who the eventual nominees will be.",,U.S.,Politics,Interactive Feature,By Trip Gabriel,
How Independent Voters Feel About Biden,2022-01-28 18:40:20+00:00,Responses to a focus group of independent voters. Also: President Biden and the economy; Boris Johnson; sanctions against Russia; debtors and lawyers.,https://www.nytimes.com/2022/01/28/opinion/letters/independent-voters-biden.html,1305,Responses to a focus group of independent voters. Also: President Biden and the economy; Boris Johnson; sanctions against Russia; debtors and lawyers.,Letters,Opinion,Letters,Letter,,
